id,ip_type,title,inventor,summary,tech_type,url,contact,organization
"CSDL-2045","licensable technology","Devices, Systems, and Methods for Controlling the Temperature of Resonant Elements","Shanfield, Stanley R","A thermoelectric device transfers heat away from or toward an object using the Peltier effect. In some embodiments, the length of at least one thermoelectric element is at least ten times greater than a combined average cross-sectional dimension, orthogonal to the length, of two thermoelectric elements."," Microelectronics/MEMS  |   Electrical Engineering","http://appft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=1&f=G&l=50&co1=AND&d=PG01&s1=%2212%2F768,501%22&OS=%2212/768,501%22&RS=%2212/768,501%22","mkleiman@draper.com","Charles Stark Draper Laboratories"
"JDP-015","Licensable Technology","Diabetogene RAD","Ronald Kahn, M.D.","This invention relates to a protein whose expression is correlated with certain diabetes disease states, and may therefore play a key role in the etiology of the disease, or may be a marker that is symptomatic of certain forms of diabetes. The Rad gene encodes a novel member of the ras/GTPase gene family, which shares a 45-55% homology at the nucleotide level and a 33% homology at the amino acid level in the GTPase domain with other members of this family. The expression of Rad is increased in Type II but not Type I diabetes patients. The Rad protein may represent an important target for drug discovery and/or therapeutics of diabetes and related disorders. Expression patterns of the Rad gene may also be used in diagnostic assays to determine a patient’s risk for developing diabetes"," Drug Discovery Tools  |   Drug Discovery Tools  |   Drug Discovery Tools","http://www.joslinresearch.org/inventions","David J. Glass, Ph.D., Technology Transfer Consultant, Office of the General Counsel, Joslin Diabetes Center, One Joslin Place - Room 755C, Boston, MA 02215, tel 617-732-2400, ext. 4793, fax 617-732-2542","Joslin Diabetes Center"
"JDP-097","Licensable Technology","Diagnosing and Treating Diabetic Retinopathy","Edward Feener, Ph.D. and Lloyd Paul Aiello, M.D., Ph.D.","Diabetic retinopathy (DR) is the leading cause of vision loss in working adults. Although its incidence and progression can be reduced by intensive glycemic and blood pressure control, nearly all patients with type 1 diabetes mellitus and over 60% of those with type 2 diabetes eventually develop retinal microvascular abnormalities, and 20% to 30% of these patients advance to active proliferative diabetic retinopathy (PDR) and/or diabetic macular edema. While photocoagulation surgery and vitrectomy are highly effective in reducing vision loss, preventative treatments for these disorders remain a major unmet clinical need. Increased retinal vascular permeability (RVP) is a primary cause of diabetic macular edema and a characteristic finding in PDR. Several reports in the literature support the concept that vitreous fluid contains proteins that correlate with specific retinal pathologies, and that proteins in the vitreous compartment affect retinal vascular functions. Functional proteomics was used to identify novel factors that contribute to the excessive increase in RVP that is observed in PDR. The effect of diabetic retinopathy on the vitreous proteome was characterized by comparing the vitreous protein composition of nondiabetic subjects and diabetic patients with or without active PDR. The effects of vitreous proteins on RVP were assessed by intravitreal injection in rats. These studies revealed a number of proteins whose expression levels are altered in PDR, which might therefore be targets for drug development against diabetic retinopathy. The invention features methods of treating diabetic retinopathy by reducing retinal vascular permeability in the eye, through administration of inhibitors of these proteins. The invention also features methods of diagnosing diabetic retinopathy by detecting the proteins known to be overexpressed in the vitreous in the disease state. The research to date has focused on one set of proteins and their pathways, but the entire body of the proteomics data is expected to have additional therapeutic implications."," Diagnostics/Biomarkers  |   Diagnostics/Biomarkers  |   Diagnostics/Biomarkers","http://www.joslinresearch.org/inventions","David J. Glass, Ph.D., Technology Transfer Consultant, Office of the General Counsel, Joslin Diabetes Center, One Joslin Place - Room 755C, Boston, MA 02215, tel 617-732-2400, ext. 4793, fax 617-732-2542","Joslin Diabetes Center"
"JDP-117","Licensable Technology","Diagnosing and Treating Retinal Vascular Permeability","Edward Feener, Ph.D. and Lloyd Paul Aiello, M.D., Ph.D.","Diabetic retinopathy (DR) is the leading cause of vision loss in working adults. Although its incidence and progression can be reduced by intensive glycemic and blood pressure control, nearly all patients with type 1 diabetes mellitus and over 60% of those with type 2 diabetes eventually develop retinal microvascular abnormalities, and 20% to 30% of these patients advance to active proliferative diabetic retinopathy (PDR) and/or diabetic macular edema. Although surgical options exist, developing preventative treatments for these disorders remains a major unmet clinical need. Increased retinal vascular permeability (RVP) is a primary cause of diabetic macular edema and a characteristic finding in PDR. Several reports in the literature support the concept that vitreous fluid contains proteins that correlate with specific retinal pathologies, and that proteins in the vitreous compartment affect retinal vascular functions. Functional proteomics was used to identify novel factors that contribute to the excessive increase in RVP that is observed in PDR. The effect of diabetic retinopathy on the vitreous proteome was characterized by comparing the vitreous protein composition of nondiabetic subjects and diabetic patients with or without active PDR. These studies revealed a number of proteins in a well-known pathway whose levels are elevated in PDR, which might therefore be targets for drug development against diabetic retinopathy. In addition, it was discovered that RVP is associated with an increased (more alkaline) pH, so that manipulation of the pH of the vitreous might also be a useful therapeutic tool. The invention features methods of treating diabetic retinopathy by reducing retinal vascular permeability in the eye, through administration of inhibitors of the proteins in this pathway, or by manipulating the pH of the vitreous. The invention also features methods of diagnosing diabetic retinopathy by detecting the proteins known to be overly abundant in the vitreous in the disease state."," Diagnostics/Biomarkers  |   Diagnostics/Biomarkers  |   Diagnostics/Biomarkers","http://www.joslinresearch.org/inventions","David J. Glass, Ph.D., Technology Transfer Consultant, Office of the General Counsel, Joslin Diabetes Center, One Joslin Place - Room 755C, Boston, MA 02215, tel 617-732-2400, ext. 4793, fax 617-732-2542","Joslin Diabetes Center"
"MCL 3053.0","Licensable Technology","Diagnosis and Treatment of Attentional Disorders","Kwang-Soo Kim, Ph.D., et al.","Attentional disorders, such as  Attention Deficit Hyperactivity Disorder (ADHD) and Attention Deficit Disorder (ADD), are characterized by developmentally inappropriate degrees of inattention, overactivity, and impulsivity. These disorders can impair social function, learning, and /or development and are recognized as serious developmental problems, and the incidence of these disorders among adolescents and preadolescents, particularly boys, is a significant public health problem.  This invention is based on the discovery of a novel polymorphism in the promoter region of  a gene expressed in neurons. The polymorphism was found with a higher, statistically significant, frequency in genomic DNA from 68 patients with ADHD (frequency of 0.32) as compared to the DNA of control patients (frequency of 0.22).
     Potential Commercial Uses: The invention features diagnostic methods to detect an individual's susceptibility to developing ADHD, particularly the inattentive subtype.  The polymorphism can be identified using standard techniques such as PCR or RFLP analysis. Additionally, this invention provides methods for drug screening by assessing the level of expression of gene in which the polymorphism is found when cells are subjected to candidate compounds. Additionally, the invention includes methods of treating ADHD using agents capable of increasing the expression of this target gene.
     Patent Status: McLean Hospital is the owner of U.S. Patent No. 7,807,362 claiming this invention.
     Licenses Available: McLean Hospital is offering a worldwide exclusive license to this technology."," Therapeutics - Methods","http://www.mclean.harvard.edu/research/inventions/","Anne Ritter, Licensing Manager, Partners Research Ventures and Licensing, tel (617) 954-9529, amritter@partners.org","McLean Hospital"
"CCMC   2203","Licensable Technology","Diagnosis of autism spectrum disorders associated with novel gene mutations","Walsh, Christopher","Autism is a spectrum of neurodevelopmental disorders (referred to as autism spectrum disorder, ASD) affecting around 1 in 88 individuals. Studies have suggested that autism spectrum disorders are significantly heritable, yet elucidating the genetic basis of ASDs remains a challenge. ||

Researchers in the lab of Christopher Walsh have used whole-exome sequencing (WES) to identify mutations in a cohort of consanguineous and/or multiplex families with ASD. They show that many of the discovered mutations represent partial loss of function in genes where null mutations cause distinctive Mendelian disorders. ||

By focusing on families and samples enriched for recessive inheritance, the researchers identified several genes (AMT, PEX7, and VPS13B/COH1, SYNE1, PAH, HIST3H3, POMGNT1) that are likely to cause autism when mutated. These included several genes known to be associated with syndromic medical conditions, but which had not been previously associated with autism. Based on this research, Dr. Walsh's lab is developing a screening test based on mutations found in this study."," Diagnostics/Prognostics  |   Genomics/Proteomics  |   Diagnostics/Prognostics","http://www.childrensinnovations.org/SearchDetails.aspx?id=2203","Yen, Alan, alan.yen@childrens.harvard.edu","Children's Hospital Boston"
"20132","Licensable Technology","Diagnosis of Mucosal Tissue Disease Using Raman Spectroscopy","Sonis, Stephen T.; Guze, Kevin ; Zeng, Haishan ; Short, Michael","Technology:
The investigators have developed a device and method for diagnosing mucosal tissue disease using raman spectroscopy.  The technology uses spectral signals generated from vibration modes at mucosal sites to diagnose diseased tissues.  A novel probe has been designed for mucosal screening, and is connected to a system for processing the raman spectroscopy signals obtained from the probe.  The system provides real-time readings and accurate results, based on a fingerprint-like spectral signal.

Application:
Diagnostic tool for the identification of mucosal tissue disease.

Advantages: 
- Real-time screening enables surgeons to demarcate the limit of tissue excision during the procedure with higher confidence and permits sampling at multiple sites (including tumor margins).
- Non-invasive and non-destructive test reduces tissue damage and improves patient comfort.
- Intra-operative method eliminates reliance on histological diagnosis.
- Reduces the number of biopsies and unnecessary full resections, thereby reducing costs associated with patient screening and diagnosis.
- Testing can be offered in any medical facility."," Medical Imaging","http://www.partners.org/techtransfer/availabletechnologies/default.asp","Yogesh Sharma, ysharma@partners.org, 617-954-9382","Brigham and Women's Hospital"
"9104W","Licensable Technology","Diagnostic and therapeutic applications for biomarkers of infection","Young, Richard  A; Nau, Gerard  J; Richmond, Joan; Wang, Chen","Distinct gene expression programs activated in response to different pathogens in macrophages are disclosed. Methods of diagnosis and treatment are also disclosed."," ","http://www.ipvisioninc.com/findurl.php?uid=mitDossier:9104W","Andrea Schievella","Massachusetts Institute of Technology"
"1386","Licensable Technology","Diagnostic test for Alzheimer's disease","Greco, Frank A.","MARKETS ADDRESSED:Medical diagnosticsINNOVATIONS & ADVANTAGES:The invention employs a non-neurological indicator of Alzheimer's Disease (AD) to provide a simple diagnostic assay. Individuals who suffer from AD present progressive and, ultimately, fatal senile dementia. Post-mortem observation of neurofibrillary tangles and amyloid plaques in brain tissue typically yields the first conclusive diagnosis of AD, frustrating attempts at early disease intervention. Abnormal ion exchange across red blood cell (RBC) membranes is known to accompany AD. According to the invention, blood samples are screened for a specific conformational shift in the protein underlying that defect. Significant advantages of the invention are: - Use of non-neural test material. - Suitability for risk assessment and/or early diagnosis of AD. - Enables continuous monitoring of disease progression and the efficacy of prophylactic or therapeutic agents."," ","http://otd.harvard.edu/technologies/tech.php?case=1386","Grant Zimmermann, (617) 495-3067","Harvard University"
"CCMC   1647","Licensable Technology","Diagnostic Test for Developmental Delay or Autism","Wu, Bai-Lin","The investigators have developed a proprietary design of oligonucleotide probes for comparitive genomic hybridization to detect copy number variation in the diagnosis of genetic etiologies of developmental delay and autism spectrum disorders. Using this technology, the investigators have identified a deletion/duplication event at chromosome 16p11.2 as the most prevalent genetic abnormality underlying autism spectrum discorder, and a second deletion/duplication event at chromosome 15p13.3 underlying a syndrome of autism and other neuropsychiatirc disorders."," Diagnostics/Prognostics  |   Diagnostics/Biomarkers  |   Sensing/Imaging  |   Genomics/Proteomics","http://www.childrensinnovations.org/SearchDetails.aspx?id=1647","Caron, Connie, connie.caron@childrens.harvard.edu","Children's Hospital Boston"
"21160","Licensable Technology","Diagnostic Test for Inclusion Body Myositis","Elledge, Stephen J.; Salajegheh, Mohammad ; Greenberg, Steven A.; Larman, Harry","Technology: 

Diagnostic Test for Inclusion Body Myositis

Researchers at Brigham and Womens Hospital have identified an autoantibody biomarker in blood that can correctly identify patients with inclusion body myocitis (IBM) with extremely high specificity. (100% in 25/65 patients known to have IBM). The diagnostic would be extremely useful for differentiating IBM from other myopathies such as polymyositis or dermatomyositis or other muscle diseases i.e myasthenia gravis.  


Applications:

A clinical diagnotic test to assist physicians with the differential diagnosis of IBM and rule out other myopathies. Doing so would avoid unnecessary treatment which would have no effect.

Advantages:

1.	High specificity
2.	Easily detected in blood
3.	Allows for correct differential diagnosis of IBM


Publications: 

Salajegheh M, Lam T, Greenberg SA (2011) Autoantibodies against a 43 KDa Muscle Protein in Inclusion Body Myositis. PLoS ONE 6(5): e20266. doi:10.1371/journal.pone.0020266

CONTACT:
Reference Invention: BWH 21160
Sylvia Eash, Ph.D.
Phone: 617-954-9536
seash@partners.org"," Diagnostic","http://www.partners.org/techtransfer/availabletechnologies/default.asp","Sylvia Eash, seash@partners.org, 617-954-9536","Brigham and Women's Hospital"
"UMMS 04-98","Licensable Technology","Dicer Interacting Proteins as Modulators of RNAi and Related Pathways","Craig Mello, Ph.D. et al.","This invention identified numerous dicer-interacting proteins which are capable of modulating Dicer's function in RNAi"," Therapeutics - Methods  |   Therapeutics - Methods  |   Therapeutics - Methods","http://www.umassmed.edu/Content.aspx?id=51238","Lisa.Decker@umassmed.edu","UMass Medical School"
"CSDL-1980","licensable technology","Die Thinning Proceesses and Structures","Thompson, Jeffrey C.","Microelectronic dies are thinned according to a variety of approaches, which may include bonding the dies to a substrate under vacuum, disposing a film over the dies and the substrate, and/or changing a center of pressure during thinning."," Microelectronics/MEMS","http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=1&f=G&l=50&co1=AND&d=PTXT&s1=7960247&OS=7960247&RS=7960247","mkleiman@draper.com","Charles Stark Draper Laboratories"
"9271L","Licensable Technology","Dielectric backfill for optical modulators using ridged substrates","Betts, Gary  E","An optical modulator configured in accordance with the present invention utilizes a ridged optical waveguide substrate. The interferometric arms of the optical waveguide are formed within the substrate ridges. A dielectric material having a dielectric constant less than the dielectric constant of the substrate material is formed on the substrate in the areas surrounding the ridges. The drive signal and ground electrodes are formed above the dielectric layer and positioned such that portions of the electrodes are located adjacent to the substrate ridges (and, consequently, proximate to the waveguide arms). In one embodiment, the height of the dielectric layer is less than the height of the ridges. In another embodiment, the height of the dielectric layer is equal to the height of the ridges."," ","http://www.ipvisioninc.com/findurl.php?uid=mitDossier:9271L","Ben Palleiko","Massachusetts Institute of Technology"
"9671","Licensable Technology","Dielectric elastomer actuated systems and methods","Dubowsky, Steven; Hafez, Moustapha; Wingert, Andreas; Weiss, Peter; Lichter, Matthew","The system of the present invention includes an actuator having at least two electrodes, an elastomeric dielectric film disposed between the two electrodes, and a frame attached to the elastomeric dielectric film. The frame provides a linear actuation force characteristic over a displacement range. The displacement range is preferably the stroke of the actuator. The displacement range can be about 5 mm and greater. Further, the frame can include a plurality of configurations, for example, at least a rigid members coupled to a flexible member wherein the frame provides an elastic restoring force. In preferred embodiments, the rigid member can be, but is not limited to, curved beams, parallel beams, rods and plates. In a preferred embodiment the actuator can further include a passive element disposed between two flexible members such as, for example, links to tune a stiffness characteristic of the actuator. The passive element can be a bi-stable element. Further, the actuator can include a plurality of layers of the elastomeric dielectric film integrated into the frame. The elastomeric film can be made of different materials such as, for example, acrylic, silicone and latex."," ","http://www.ipvisioninc.com/findurl.php?uid=mitDossier:9671","Jose Estabil","Massachusetts Institute of Technology"
"8757","Licensable Technology","Dielectric waveguide with transverse index variation that support a zero group velocity mode at a non-zero longitudinal wavevector","Joannopoulos, John  D; Fan, Shanhui; Fink, Yoel; Johnson, Steven  G; Ibanescu, Mihai","Optical components including a laser based on a dielectric waveguide extending along a waveguide axis and having a refractive index cross-section perpendicular to the waveguide axis, the refractive index cross-section supporting an electromagnetic mode having a zero group velocity for a non-zero wavevector along the waveguide axis."," ","http://www.ipvisioninc.com/findurl.php?uid=mitDossier:8757","Jack Turner","Massachusetts Institute of Technology"
"10685","Licensable Technology","Differential and single ended elliptical antennas","Chandrakasan, Anantha; Powell, Johnna  Dawn","An antenna element includes a radiating antenna element having an elliptical shape disposed on a first surface of a substrate. A dielectric clearance region having an elliptical shape is disposed about the radiating antenna element to space the radiating antenna element from a ground plane. The clearance region is shaped such that a portion of the radiating element in which an antenna feed is disposed is proximate the ground plane. The antenna can also be provided having an elliptically shaped tuning region disposed within the radiating antenna element. The antenna is suitable for use in single-ended or differential ultra wide band (UWB) transmitting and/or receiving systems."," ","http://www.ipvisioninc.com/findurl.php?uid=mitDossier:10685","Jack Turner","Massachusetts Institute of Technology"
"11211","Licensable Technology","Differential diagnosis of ADEM from MS and meningoencephalitis using            autoantibody profiling of serum","Robinson, William H.; Wucherpfenning, Kai W.; Steinman, Lawrence; McLaughlin, Katherine A.; O'Connor, Kevin C; Hafler, David A.","The Technology:
The inventors have demonstrated the presence of circulating autoantibodies to myelin surface proteins (antigens) in patients with ADEM.  In contrast, MOG autoantibodies were identified only in rare cases of MS.  Human serum samples were screened against a panel of candidate autoantigens using protein arrays to identify differential specificity of autoantibodies in serum from ADEM, MS, healthy and encephalitis subjects.   These data  were confirmed using solid and solution phase antibody binding assays.  Serum samples from patients with ADEM revealed robust binding to a wide range of autoantigens, but only a minor subset of samples from MS, encephalitis and normal controls demonstrated binding distinguishable from background.  To confirm these data , two myelin antigens (MBP and MOG) were selected for further evaluation using traditional solid and fluid phase assays. Solid phase binding to these antigens was observed in a minor subset of patients with MS and encephalitis, but solution pahase binding a characteristic of higher affinity antibodies, was absent.  Serum from patients with ADEM contained autoantibodies directed toward MBP and MOG.  In contrast to their counterparts found in MS these autoantibodies demonstrated robust solution phase binding.  These data highlight a fundamental difference in the humoral response of these clinically similar diseases and reflects underlying differences in the pathogenesis of ADEM and MS.
 
The solution phase assay above included the development and use of a novel tetrameric antigen. The inventors developed a novel approach for the detection of autoantibodies, since they can be low affinity and hard to detect in a diagnostic kit:  they have made the antigen multivariant.  Multivariant binding increases the avidity of the antibody/antigen interaction and such stabilized complexes can be more readily detected.  They have generated such multimers by fusing the coding sequence of strptavidin to the N-terminus or C-terminus of the autoantigen (eg MOG myelin loligodendritocyte glycoprotein which has been implicated as a target of autoantibodies in animal models of inflammatory neurological diseases.  This tetramer can be used to examine patients with different inflammatory neurological diseases and identify the subset of patient with ADEM who have high-titer antibodies against MOG.  


Application:
As a diagnostic test to differentiate ADEM from MS which includes a novel detection reagent.  This diagnostic tool has therapeutic implications to guide the care and therapy of patients presenting with CNS lesions.  The discovery could also lead to the development of novel myelin protein-based tolerizing therapies for ADEM. 

Advantages:
- currently no diagnostic test exists to differentiate MS and ADEM, and it was not previously known that ADEM is associated with strong anti-myelin protein antibody responses.
- ease of use.  Easy access to biological fluid (serum)
- radiolabeled proteins have been used to measure autoantibodies, but such proteins have always been used as monomers.  The creation of multimers substantially increases the avidity of antibody binding and thus greatly facilitates the detection of autoantibodies that bind with low affinity to the relevant self-antigen."," Diagnostic","http://www.partners.org/techtransfer/availabletechnologies/default.asp","Sylvia Eash, seash@partners.org, 617-954-9536","Brigham and Women's Hospital"
"11145","Licensable Technology","Diffraction-based pulse shaping with a 2D optical modulator","Nelson, Keith  A; Feurer, Thomas; Hornung, Thomas  Stephan; Vaughan, Joshua  Charles","Disclosed is a method including: (i) dispersing frequency components of an input EM waveform along a first direction with each frequency component spatially extended along a second direction different from the first direction; (ii) setting an amplitude for an output portion of each of the spatially extended frequency components; and (iii) combining the output portions from the different frequency components to produce a temporally shaped output EM waveform, wherein setting the amplitude of each output portion comprises diffracting a corresponding input portion for the spatially extended frequency component along the second direction into different diffraction orders, wherein the combined output portions correspond to a common diffraction order. A system for performing the method is also disclosed."," ","http://www.ipvisioninc.com/findurl.php?uid=mitDossier:11145","Jose Estabil","Massachusetts Institute of Technology"
"5517","Licensable Technology","Digital advanced television systems","Lim, Jae  S; Monta, Peter","Image quality is improved in high definition television using multi-scale representation of motion compensated residuals. The bandwidths of the subband filters vary with the frequency band and the total number of coefficients in the multi-scale-represented frames is equal to the number of values in the residual. Image initialization in the receivers is achieved using original image leakage, but the leakage factor is varied for different frequency subbands. To free up channel capacity at scene changes, a global (i.e., substantially frame-wide) decision is made as to whether to motion compensate a particular frame. To avoid the unattractive ghost of the previous scene persisting for a short time in a new scene, the motion estimator makes a decision on a block-by-block basis whether to use the original image or the residual. Chrominance resolution is improved by encoding all of the subbands of the chroma residuals, instead of just the low subbands. The chroma residuals are encoded at relatively coarser quantization than the luma residual, but when the energy of the luma residual is low (as, e.g. may occur when there is little motion), chroma quantization is improved, by making an overall (both chroma and luma) reduction in quantization step size. Runlength-amplitude representation and statistical coding are used. Runlength-amplitude representation is applied to entire subbands, and, preferably, different codebooks are used in statistically coding different subbands, to take advantage of the different statistics in the different subbands. The quantization coarseness is adaptively varied based on a computation of the number of bits necessary to statistically code a particular frame, thus guaranteeing for each frame exactly (or approximately, if a small buffer is provided in the decoder) the number of bits available in the channel.","   |   ","http://www.ipvisioninc.com/findurl.php?uid=mitDossier:5517","Jack Turner","Massachusetts Institute of Technology"
"5517","Licensable Technology","Digital advanced television systems","Lim, Jae  S; Monta, Peter","Television images are decoded by forming a predicted current image frame, receiving and decoding a quantized subband-represented residual frame, and reconstructing a current frame by combining the decoded residual frame and a fraction of the predicted current image frame in a plurality of frequency subbands. A television signal also may be decoded to determine the state of an indicator that specifies for an entire received frame whether the received frame is an actual image frame. If the indicator specifies that the frame is an actual image frame, the frame is decoded to reconstruct the actual image and the decoded frame is used without motion compensation. If the indicator specifies that the frame is not an actual image frame, motion compensation is used to reconstruct the entire frame.","   |   ","http://www.ipvisioninc.com/findurl.php?uid=mitDossier:5517","Jack Turner","Massachusetts Institute of Technology"
"9161L","Licensable Technology","Digital array stretch processor employing two delays","Rabideau, Daniel  J","A pulse-type beamforming apparatus, such as a radar array system, is used for receiving, detecting, localizing, and/or imaging desired signals. The apparatus is used to receive wideband chirp signals. The apparatus contains a receive aperture that is partitioned into multiple channels. The received signal at each channel is mixed with a replica chirp. The replica chirp is effectively delayed in a way that partially removes range-dependent distortion of desired signals. The mixer outputs are then sampled and filtered. The filters on each channel incorporate a time delay that completely removes the remaining range-dependent distortion for all signals in a desired direction. Signals are also compressed and integrated by a digital beamformer."," ","http://www.ipvisioninc.com/findurl.php?uid=mitDossier:9161L","Jose Estabil","Massachusetts Institute of Technology"
"7700T","Licensable Technology","Digital communication, programmable functioning and data transfer using modular, hinged processor elements","Orth, Margaret  A; Gorbet, Matthew  G","Tiling processor elements facilitate manipulation of digital information and processing through user-defined relationship between the elements. Each element represents an independent computational entity with predefined properties and functionality, but the behavior of an arrangement of these elements depends on the arrangement itself-not just the characteristics of the individual devices. In this way, unique computational entities may be constructed based on, but not limited to, the capabilities of the individual devices. Rearrangement of the elements defines and alters the functionality of the resulting element network."," ","http://www.ipvisioninc.com/findurl.php?uid=mitDossier:7700T","Jack Turner","Massachusetts Institute of Technology"
"7485","Licensable Technology","Digital compensation for wideband modulation of a phase locked loop frequency synthesizer","Sodini, Charles  G; Perrott, Michael; Chandrakasan, Anantha","A digital compensation filtering technique is provided that enables indirect phase locked loop modulation with a digital modulation data stream having a bandwidth that exceeds, perhaps by an order of magnitude, the bandwidth characteristic of the phase locked loop. A modulation data receiver is provided for receiving from a modulation source digital input modulation data having a bandwidth that exceeds the cutoff frequency characteristic of the phase locked loop frequency response. A digital processor is coupled to the modulation data receiver for digitally processing the input modulation data to amplify modulation data at frequencies higher than the phase locked loop cutoff frequency. This digital processor is connected to the phase locked loop frequency divider to modulate the divider based on the digitally-processed input modulation data, whereby a voltage controlled oscillator of the phase locked loop is controlled to produce a modulated output carrier signal having a modulation bandwidth that exceeds the phase locked loop cutoff frequency. The digital processing of the modulation data can be implemented by adapting a digital FIR Gaussian transmit filter such that its filter characteristic reflects the intended modulation data amplification as well as enables Gaussian Frequency Shift Keyed modulation. With this implementation, no additional componentry beyond the PLL system is needed to implement the digital modulation data processing provided by the invention."," ","http://www.ipvisioninc.com/findurl.php?uid=mitDossier:7485","Jack Turner","Massachusetts Institute of Technology"
"10241L","Licensable Technology","Digital photon-counting geiger-mode avalanche photodiode solid-state monolithic intensity imaging focal-plane with scalable readout circuitry","Aull, Brian  F; Kosicki, Bernard  B; Shaver, David  C; Young, Douglas  J; Loomis, Andrew  H; Reich, Robert  K; Stern, Alvin; Felton, Bradley  J","A photon-counting Geiger-mode avalanche photodiode intensity imaging array includes an array of pixels, each having an avalanche photodiode. A pixel senses an avalanche event and stores, in response to the sensed avalanche event, a single bit digital value therein. An array of accumulators are provided such that each accumulator is associated with a pixel. A row decoder circuit addresses a pixel row within the array of pixels. A bit sensing circuit converts a precharged capacitance into a digital value during read operations."," ","http://www.ipvisioninc.com/findurl.php?uid=mitDossier:10241L","Ben Palleiko","Massachusetts Institute of Technology"
"6094","Licensable Technology","Digitally self-calibrating pipeline analog-to-digital converter","Lee, Hae-Seung; Karanicolas, Andrew","A self-calibrating pipeline analog-to-digital converter having a plurality of analog-to-digital conversion units and including a recursive calibrating section operable for calibrating errors associated with an immediately preceding first conversion unit. The recursive calibrating section includes circuitry for receiving an analog output signal generated from said first conversion unit in response to an analog input signal provided to the first conversion unit; circuitry for receiving a digital output signal generated from the first conversion unit in response to a digital input signal provided to the first conversion unit; circuitry for generating a conversion signal corresponding to a quantized representation of the analog output signal; and circuitry for generating a calibration signal having a value equal to the conversion signal in response to the digital input signal being a first digital value and having a value equal to the sum of the conversion signal and a calibration value in response to the digital input signal being a second digital value."," ","http://www.ipvisioninc.com/findurl.php?uid=mitDossier:6094","Jack Turner","Massachusetts Institute of Technology"
"6141","Licensable Technology","Direct detection of expanded nucleotide repeats in the human genome","Housman, David  E; Hudson, Thomas  J; Schalling, Martin","Methods of detecting expanded nucleotide repeats in genomic DNA in a biological sample are disclosed and methods for the diagnosis of pathological and potentially pathological conditions in an individual based on the detection of the presence of expanded nucleotide repeats."," ","http://www.ipvisioninc.com/findurl.php?uid=mitDossier:6141","Shawna Vogel","Massachusetts Institute of Technology"
"UMA 04-24","Licensable Technology","Direct Surface Attachment Methods for the Preparation of Light Emitting Quantum Dot Nanoparticle Poly(phenylene vinylene) Composite Materials","Todd Emrick","The composite materials prepared in this unique approach allow the properties of quantum dots (CdSe nanocrystals) to be exploited in electronic polymer materials, using only a very low loading of quantum dots relative to conventional approaches.
The effective dispersion of quantum dots within electronically active polymers, such as poly(para-phenylene), results in extensive interfacial contact between the quantum dots and polymer.  This generates an efficient energy transfer between the two components that cannot be achieved in conventional blends, where quantum dot aggregation prevents such efficient transfer.  
Key to this invention is the strategic use of organic functionality in both the nanoparticle growth step and the subsequent polymerizations that provide the composite materials.
															"," Nanotechnology/NEMS  |   Plastics and Polymers Engineering  |   Nanotechnology/NEMS  |   Plastics and Polymers Engineering  |   Nanotechnology/NEMS  |   Plastics and Polymers Engineering  |   Nanotechnology/NEMS","http://www.umass.edu/research/available-technologies/direct-surface-attachment-methods-preparation-light-emitting-quantum-dot-nanoparticle-polyphenylene","Office of Commercial Ventures and Intellectual Property Phone: 413-545-3606   E-Mail: cvip@research.umass.edu","University of Massachusetts at  Amherst"
"9231T","Licensable Technology","Direct, externally imposed control of nucleic acids","Jacobson, Joseph  M; Zhang, Shuguang; Schwartz, John  J; Hamad-Schifferli, Kimberly","Methods and compositions for rendering nucleic acids directly responsive to an external signal utilizing modulators that themselves respond to the external signal and are associated with the nucleic acid. In response to the external signal, the modulator alters physical properties of the specific nucleic acid molecule(s) with which it is associated, thereby altering the structural and functional properties thereof. The modulator may, for example, transfer applied energy to a nucleic acid, or to a portion of the nucleic acid, thereby changing the nucleic acid structure."," ","http://www.ipvisioninc.com/findurl.php?uid=mitDossier:9231T","Jim Freedman","Massachusetts Institute of Technology"
"9230T","Licensable Technology","Direct, externally imposed control of polypeptides","Jacobson, Joseph  M; Zhang, Shuguang; Schwartz, John  J; Hamad-Schifferli, Kimberly","Methods and compositions for rendering proteins directly responsive to an external signal utilizing modulators that themselves respond to the external signal and are associated with the proteins. In response to the external signal, the modulator alters physical properties of the specific protein molecule(s) with which it is associated, thereby altering the structural and functional properties thereof. The modulator may, for example, transfer applied energy to a protein, or to a portion of the protein, thereby changing the protein structure and function."," ","http://www.ipvisioninc.com/findurl.php?uid=mitDossier:9230T","Jim Freedman","Massachusetts Institute of Technology"
"INV-0539","Licensable Technology","Directed Assembly of a Conducting Polymer","Ahmed Busnaina, Carol MF Barry, Joey Mead, Ming Wei","(See linked page for full description.)"," Nanotechnology/NEMS  |   Diagnostics/Biomarkers","http://neu.technologypublisher.com/techcase/INV-0539","Mark Saulich, Senior Commercialization Manager, m.saulich@neu.edu, 617-373-4009","Northeastern University"
